AlgaeBloomReportID,UpdatedOn,CreatedOn,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost
2167,12/4/2020 14:39,40:45.2,5,17,39.0116,-122.69611,1/9/2020,Yes,No,Lake,"Clear Lake - Oaks Arm, Center of the Lake (DWR Site CL-4)",Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY

12/4/20: Results from samples collected on 11/3 had 15.2 ug/L microcystin. Caution advisory.

9/30/20: Lab results from water samples taken on 9/16/20 detected 3.17 ug/L. Caution advisory. 

8/13/20: Lab results update showed 2.52 ug/L of microcystins in water samples collected on 8/4/20. Caution advisory remains.

8/6/20: On 8/4/20, preliminary results showed dominant cyanobacteria of Lyngbya followed by Microcystis. Lab results pending.

7/01/20: Lab results show qPCR micocystin of 86,983 copies/mL. Caution advisory issued. 

6/25/20: Field sampling on 6/23/20 observed heavy blooms with sewer smells and dead fish observed. Gloeotrichia and Microcystis estimated to be above 10 ug/L. Lab results pending. Warning advisory issued.",Caution,"Clear Lake - Oaks Arm, Center of the Lake (DWR Site CL-4)",11/3/2020,Analytical,TRUE
2174,7/29/2020 12:58,58:26.4,5,17,39.0127,-122.699,1/9/2020,No,No,Lake,"Clear Lake - Oaks Arm, UCD site (OA-04)",Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY for Oaks Arm, UCD Site (OA-04)

7/28/20: On 7/21/20, lab results detected 19.2 ug/L of microcystins. Caution advisory issued.

7/24/20: On 7/21/20, preliminary cyanotoxin testing results recommend Caution signage based on site conditions and preliminary Abraxis testing results that showed microcystin levels above 10 ug/L. Lab results pending.",Caution,"Clear Lake - Oaks Arm, UCD site (OA-04)",7/21/2020,Analytical,TRUE
1908,11/8/2019 0:00,17:11.0,5,17,38.948472,-122.63778,5/10/2019,Yes,No,Lake,Clear Lake - Redbud Park (RED01),Lake County,Lake County,No,"Winter HAB Monitoring Program by the Big Valley Rancheria Band of Pomo Indians and the Elem Indian Colony (November 2019 -May 2020). See results below.  For more information on the Clear Lake Cyanobacteria Monitoring Program, go to https://www.bvrancheria.com/clearlakecyanotoxins
*********************************************
11/04/19: 0.16 ug/L microcystin; no advisory recommended.

Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes.  Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins 
RESULTS for Redbud Park:
11/01/19: SUMMER MONITORING HAS ENDED; SEE WINTER MONITORING PROGRAM
10/15/19: 0.13 ug/L microcystin; below caution recreational advisory of 0.8 ug/L; no advisory for recreation
10/1/19: 0.19 ug/L microcystin; below caution recreational advisory of 0.8 ug/L; no advisory for recreation",None,Clear Lake - Redbud Park (RED01),11/4/2019,Analytical,TRUE
2155,12/4/2020 14:55,08:58.7,5,17,38.948472,-122.63778,1/9/2020,No,No,Lake,Clear Lake - Redbud Park (RED01),Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY

12/4/20: Results from samples collected on 11/23 contained 35.0 ug/L microcystin. Danger advisory.

11/17/20:  Lab results from samples collected on 11/3 detected 14.8 ug/L microcystins. Posting of warning continues.

10/30/20:  Lab results from samples collected on 10/20/20 detected 18 ug/L microcystins. Posting reduced to warning advisory. 

10/15/20: Lab results from samples collected on 10/6/20 detected 113 ug/L microcystins. Posting of danger advisory continues.  

9/25/20: Lab results from samples collected on 9/16/20 advised signage to change to Danger advisory.

9/21/20: Bloom present with no odor were observed while samples were taken on 9/16/20. Warning advisory. Lab results pending. 

9/05/20: Intense blooms and sewer odor were observed while samples were taken on 9/02/20. Caution advisory remains. Lab results pending. 

8/28/20: Lab results for samples collected on 8/18 detected 3.24 ug/L microcystins. No change in advisory.

8/22/20: On 8/18/20, samples were taken  followed by microscopy and Abraxis field test analysis. Severe blooms seem to be present, with no odor. Lab results pending. Caution advisory. 

8/13/20: Lab results update showed 1.21 ug/L of microcystins in water samples collected on 8/4/20. Caution advisory.

8/6/20: On 8/4/20, lab results showed possible dolicho, MC bloom and no odor. 

7/28/20: On 7/21/20, lab results detected 17.57 ug/L of microcystins. Warning advisory issued.

7/17/20: On 7/7/20, lab results detected 9.06 ug/L of microcystins. Warning advisory issued.

07/10/20: Abraxis strips diluted apear near or above 20 ug/L for Gloeotrichia sp. And Microcystis sp.

7/01/20: Bloom present.

6/30/2020: Samples were collected on 6/23/2020 and preliminary results suggested elevated cyanotoxins. Final results pending. Caution advisory issued.",Danger,Clear Lake - Redbud Park (RED01),11/23/2020,Analytical,TRUE
1764,10/19/2018 0:00,44:14.9,5,17,38.948472,-122.63778,6/4/2018,No,No,Lake,Clear Lake - Redbud Park (REDO01),,DWR Lake County,Yes,"10/19/2018: Elem Indian Colony and Big Valley Rancheria conducting summer cyanobacteria monitoring around lake.
Results for this site:
10/16/2018: 0.15 ug/L (below advisory)
10/03/2018: Non-Detect (No advisory)
09/18/2018: 0.12 ug/L (below advisory)
09/04/2018: 0.13 ug/L (below advisory but downgrade sign to Caution level)
08/21/2018: 0.71 ug/L (below advisory but Danger remains in place)
08/07/2018: 24 ug/L (Danger level)
07/17/2018: 4.1 ug/L (Above Caution advisory level)
07/02/2018: 0.11 ug/L (below advisory level)
06/19/2018: 0.40 ug/L (below advisory level)",None,Clear Lake Redbud Park (RED01),10/16/2018,Analytical,TRUE
1712,9/14/2018 0:00,24:27.5,5,17,38.962911,-122.73113,1/23/2018,No,No,Lake,Clear Lake - Richmond Park (RP),Lake County,Lake County,Yes,"10/10/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. 
Lab results for Microcystin analysis for this site:
10/03/2018: This site is no longer accessible. Not sampled.
09/18/2018: Not sampled 
09/04/2018: Not sampled 
08/21/2018: Not sampled
08/07/2018: 0.57 ug/L (below advisory but remain posted at Danger level)
07/17/2018: 25 ug/L (above DANGER level)
07/02/2018: 0.22 ug/L (below advisory level)
06/19/2018: Non-Detect
06/04/2018: Non-Detect

05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.
Lab results for Microcystin analysis:
05/21/2018 - Non-Detect
04/17/2018 - Non-Detect
03/20/2018 - Non-Detect
02/20/2018 - Non-Detect
01/23/2018 - Non-Detect
12/19/2017 - 0.13 ug/L*
*(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.)",None,Clear Lake - Richmond Park (RP),9/11/2018,Analytical,TRUE
1762,10/19/2018 0:00,33:59.9,5,17,39.118142,-122.88643,6/4/2018,No,No,Lake,Clear Lake - Rodman Slough (RODS),Lake County,Lake County,Yes,"10/19/2018: Elem Indian Colony and Big Valley Rancheria conducting summertime cyanobacteria monitoring. 
Lab Results for Microcystin Analysis at this site:
10/16/2018: 0.14 (below Caution, no advisory)
10/03/2018: Non-Detect (no advisory)
09/18/2018: Non-Detect (no advisory)
09/04/2018: Non-Detect (no advisory)
08/21/2018: Non-Detect 
08/07/2018: Not sampled due to fire in area
07/17/2018: Non-Detect
07/02/2018: Non-Detect
06/19/2018: Non-Detect",None,Clear Lake - Rodman Slough (RODS),10/16/2018,Analytical,TRUE
1909,10/21/2019 0:00,20:12.6,5,17,39.118142,-122.88643,5/10/2019,No,No,Lake,Clear Lake - Rodman Slough (RODS),Lake County,Lake County,No,"Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes.  Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins 
RESULTS for Rodman Slough:
10/15/19: 0.16 ug/L microcystin; below caution advisory level of 0.8 ug/L; no advsisory for recreation
10/1/19: 0.12 ug/L microcystin; below caution advisory level of 0.8 ug/L; no advsisory for recreation
9/3/19: Non-Detect; No advisory for recreation
8/20/19: Non-Detect; No advisory for recreation
8/5/19:  Non-Detect; No advisory for recreation
07/22/2019: Non-Detect; No advisory for recreation
07/08/2019: Non-Detect; No advisory for recreation
06/25/2019: Non-Detect; No advisory for recreation
06/11/2019: Non-Detect; No advisory for recreation",None,Clear Lake - Rodman Slough (RODS),10/15/2019,Analytical,TRUE
2156,12/4/2020 14:54,11:02.6,5,17,39.118142,-122.88643,1/9/2020,No,No,Lake,Clear Lake - Rodman Slough (RODS),Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY

12/4/20: Results from samples collected on 11/23 contained 0.86 ug/L microcystin. Caution advisory.

9/05/20: No visible blooms, no odor and green water were observed while samples were taken on 9/02/20. Caution advisory recommended. Lab results pending. 

8/28/20: Lab results for samples collected on 8/18 detected high concentration of microcystins genes by qpcr. No change in advisory.

8/22/20: On 8/18/20, samples were taken  followed by microscopy and Abraxis field test analysis. Green water seem to be present, with no odor. Lab results pending. Caution advisory. 

8/13/20: Lab results update showed 0.14 ug/L of microcystins in water samples collected on 8/4/20.

8/6/20: On 8/4/20, lab results showed no visible bloom and no odor. 

7/28/20: On 7/21/20, lab results detected 1.89 ug/L of microcystins. Anatoxin and saxitoxin producing genes were also present. Caution advisory issued.

7/17/20: On 7/7/20, lab results detected 0.15 ug/L of microcystins. No other cyanotoxins were detected in water samples. 

7/01/20: Clumps of bluish mats present.",Caution,Clear Lake - Rodman Slough (RODS),11/23/2020,Analytical,TRUE
1710,12/21/2018 0:00,15:24.5,5,17,39.003128,-122.79816,1/23/2018,No,No,Lake,Clear Lake - Soda Bay Cove (CLV7),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. 
Lab results for Microcystin analysis for this site:
12/11/2018: Non-Detect
11/14/2018: Non-Detect

10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. 
Lab results for Microcystin analysis for this site:
10/16/2018: 0.16 ug/L (below Caution; no advisory)
10/03/2018: 0.18 ug/L (below Caution; no further advisory)
09/18/2018: 0.14 ug/L (below advisory level but posted as Caution)
09/04/2018: 0.13 ug/L (below advisory level but posted as Caution)
08/21/2018: Non-Detect (Warning remains in place)
08/07/2018: 13 ug/L (Warning level)
07/17/2018: 0.60 ug/L (below advisory level)
07/02/2018: Non-Detect
06/19/2018: Non-Detect
06/04/2018: Non-Detect

05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.
Lab results for Microcystin analysis:
05/21/2018 - Non-Detect
04/17/2018 - Non-Detect
03/20/2018 - Non-Detect
02/20/2018 - Non-Detect
01/23/2018 - Non-Detect
12/19/2017 - 0.10 ug/L (quantitation limit is 0.15 ug/L so values below quantitation limit should be considered an estimated value.)",None,Clear Lake - Soda Bay Cove (CLV7),12/11/2018,Analytical,TRUE
1893,10/21/2019 0:00,16:22.2,5,17,39.003128,-122.79816,1/23/2019,No,No,Lake,Clear Lake - Soda Bay Cove (CLV7),Lake County,Lake County,No,"Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony. Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins
RESULTS for Soda Bay Cove:
10/15/19: 0.15 ug/L microcystin; No advisory for recreation.
10/1/19: Non-detect for microcystin; No advisory for recreation.
9/17/19: 0.13 ug/L microcystin; This is below caution advisory level; No advisory recommended.
9/3/19: 0.11 ug/L microcystin; No advisory for recreation
8/20/19: Non-Detect; No advisory for recreation
8/5/19: Non-Detect; No advisory for recreation
07-22-2019: Non-Detect; No advisory for recreation
07-08-2019: Non-Detect; No advisory for recreation
06-25-2019: Non-Detect; No advisory for recreation
06-11-2019: Non-Detect; No advisory for recreation

05/24/2019 - Winter Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes. Sampling from November 2018 - May 2019.
Results from monitoring listed by most recent date:
05/14/2019: Non-Detect for Microcystin; no advisory
04/16/2019: Microcystin 0.10 ug/L (This is an estimated value since below reporting limit of 0.15 ug/L). This value is well below the Caution trigger of 0.8 ug/L. No advisory.
03/19/2019:  Non-Detect; no advisory
02/20/2019:  Non-Detect; no advisory
01/23/2019:  Non-Detect; no advisory
12/11/2018:  Non-Detect; no advisory 
11/14/2018:  Non-Detect; no advisory",None,Clear Lake - Soda Bay Cove (CLV7),10/15/2019,Analytical,TRUE
